word|styled-context|chapter|location
amaranto|"íctor era hoy más liberal que ayer, ni trataba de usted a Ripamilán, ni le tenía por calavera; pero así se manifestaba allí la alegría que a todos los presentes comunicaba aquel vino transparente que lucía en fino cristal, ya con reflejos de oro, ya con misteriosos tornasoles de gruta mágica, en el <span style=""color: rgb(0, 0, 255);"">amaranto</span> y el violeta obscuro del Burdeos en que se bañaban los rayos más atrevidos del sol, que entraba atravesando la verdura de la hojarasca, tapiz de las ventanas del patio. ¿Por qué no alegrarse? ¿por qué no reír y disparatar? Todo era contento: allá en la huerta rumores de agua y de árboles qu"|XIII|Location 6088
dicharacheros;|"que se bañaban los rayos más atrevidos del sol, que entraba atravesando la verdura de la hojarasca, tapiz de las ventanas del patio. ¿Por qué no alegrarse? ¿por qué no reír y disparatar? Todo era contento: allá en la huerta rumores de agua y de árboles que mecía el viento, cánticos locos de pájaros <span style=""color: rgb(0, 0, 255);"">dicharacheros;</span> de las ventanas del patio venían perfumes traídos por el airecillo que hacía sonajas de las hojas de las plantas. Los surtidores de abajo eran una orquesta que acompañaba al bullicioso banquete; Pepa y Rosa vestidas de colorines, pero con trajes de buen corte ceñido, airosas, limpias "|XIII|Location 6090
bullicioso|" la tierra.

Don Pompeyo Guimarán, un filósofo que odiaba el tresillo, llamaba a los del gabinete rojo los monederos falsos. Se le figuraba que en aquel antro donde se penetraba con silencio misterioso, donde se contenía toda alegría, toda expansión del ánimo, no se podía hacer nada lícito. Los más <span style=""color: rgb(0, 0, 255);"">bullicioso</span>s muchachos al entrar en el gabinete del tresillo se revestían de una seriedad prematura; parecían sacerdotes jóvenes de un culto extraño. Entrar allí era para los vetustenses como dejar la toga pretexta y tomar la viril. Jugando o viendo jugar estaba siempre algún joven pálido, ensimismad"|XIII|Location 6091
hojuelas.|"risueñas, rubia la una, morena como mulata la que tenía nombre de flor, servían con gracia, rapidez, buen humor y acierto, enseñando a los hombres dientes de perlas, inclinándose con las fuentes con coquetona humildad, de modo que, según Ripamilán, aquella buena comida presentada así era miel sobre <span style=""color: rgb(0, 0, 255);"">hojuelas.</span>

Los de la mesa correspondían a la alegría ambiente; reían, gritaban ya, se obsequiaban, se alababan mutuamente con pullas discretas, por medio de antífrasis; ya se sabía que una censura desvergonzada quería decir todo lo contrario: era un elogio sin pudor.

En la cocina había ecos de la a"|XIII|Location 6095
cejijunto,|"zara, cual veteranos.

Después de Pedro los menos bulliciosos eran la Regenta y el Magistral; a veces se miraban, se sonreían, De Pas dirigía la palabra a Anita de rato en rato, tendiendo hacia ella el busto por detrás de la Marquesa, para hacerse oír; don Álvaro los observaba entonces, silencioso, <span style=""color: rgb(0, 0, 255);"">cejijunto,</span> sin pensar que le miraba Visitación, que estaba a su lado. Un pisotón discreto de la del Banco le sacaba de sus distracciones.

—Pican, pican—decía Visita.—¿El qué?—preguntaba la Marquesa que comía sin cesar y muy contenta entre el bullicio—¿qué es lo que pica?

—Los pimientos, señora. Y "|XIII|Location 6104
para sus adentros|"é clara y evidente se le presentaba entonces la idea de una Providencia! ¡Algo así debía de ser el éxtasis de los místicos! Y don Saturno apretando el paso volvía a su casa ebrio de idealismo, mojando los embozos de la capa con las lágrimas que le hacía llorar aquel baño de idealidad, como él decía <span style=""color: rgb(0, 0, 255);"">para sus adentros</span>. Su enternecimiento era eminentemente piadoso, sobre todo en las noches de luna.

Encerrado en su casa, en su despacho, después de cenar, o bien escribía versos a la luz del petróleo o manejaba sus librotes; y por fin se acostaba, satisfecho de sí mismo, contento con la vida, feliz"|XIII|Location 6108
pinche el apetito».|"mo de esta señora; estoy seguro de que ella también se siente excitadilla, de que también está pensando en mis rodillas y en mis codos, pero no es tiempo todavía de aprovechar estas ventajas fisiológicas.... Esta ocasión no es ocasión.... Veremos allá en el Vivero; pero aquí nada, nada; por más que <span style=""color: rgb(0, 0, 255);"">pinche el apetito».</span> Y estaba más fino con Anita, la obsequiaba con la distinción con que él sabía hacerlo, pero nada más. Visitación veía visiones. «¿Qué era aquello?». Miraba pasmada a Mesía, cuando nadie lo notaba, y abría los ojos mucho, hinchando los carrillos, gesto que daba a entender algo com"|XIII|Location 6115
carrillos,|"el Vivero; pero aquí nada, nada; por más que pinche el apetito». Y estaba más fino con Anita, la obsequiaba con la distinción con que él sabía hacerlo, pero nada más. Visitación veía visiones. «¿Qué era aquello?». Miraba pasmada a Mesía, cuando nadie lo notaba, y abría los ojos mucho, hinchando los <span style=""color: rgb(0, 0, 255);"">carrillos,</span> gesto que daba a entender algo como esto:

«Me pareces un papanatas, y me pasma que estés hecho un doctrino cuando yo te he puesto a su lado con el mejor propósito...».

Mesía, por toda respuesta, se acercaba entonces a ella, le pisaba un pie; pero la del Banco le recibía a pataditas, con"|XIII|Location 6117
arrimada|"recían de señorita, todo esto encantaba a Edelmira que era también muy amiga de la limpieza y de la salud.

Paco había ido aproximando una rodilla a la falda de la joven; al fin sintió una dureza suave y ya iba a retroceder, pero la niña permaneció tan tranquila, que el primo se dejó aquella pierna <span style=""color: rgb(0, 0, 255);"">arrimada</span> allí como si la hubiese olvidado. La inocencia de Edelmira era tan poco espantadiza que Paco hubiera podido propasarse a pisarle un pie sin que ella protestase a no sentirse lastimada. «Además, pensaba la joven, estas son cosas de aquí»; la tradición contaba mayores maravillas de la casa de"|XIII|Location 6130
propasarse|"tado que en público los de la clase jamás faltan a la más estricta y meticulosa... eso, decencia.

—Que es lo principal—dijo doña Anuncia, como quien recita el decálogo.

—Nunca habrás visto a Manolito, ni a Paquito, ni al baroncito, ni al vizconde, ni a Mesía, que no es noble, pero anda con ellos, <span style=""color: rgb(0, 0, 255);"">propasarse</span> en lo más mínimo.... Pero en el trato íntimo, el que no es más que de la clase, ya es otra cosa.

—Otra cosa muy distinta—dijo doña Anuncia, comprendiendo que a ella, por mayor en edad, le tocaba seguir explicando el ten con ten.

—Como todos somos parientes—continuó—de cerca o de lejos, "|XIII|Location 6130
rozagante|"Los demás donde quisieron o pudieron. Paco estaba entre Edelmira y Visitación; la Regenta entre Ripamilán y don Álvaro; Obdulia entre el Magistral y Joaquín Orgaz, don Saturnino Bermúdez entre doña Petronila y el capellán de los Vegallana. Don Víctor tenía a su izquierda a don Robustiano Somoza, el <span style=""color: rgb(0, 0, 255);"">rozagante</span> médico de la nobleza, que comía con la servilleta sujeta al cuello con un gracioso nudo.

El Marqués, antes que los demás comiesen la sopa se sirvió un gran plato de sardinas, mientras hablaba con doña Petronila del derribo de San Pedro, que a la dama le parecía ignominioso. Los convidados"|XIII|Location 6133
despego|"erdo triste a sus devaneos de la víspera, se volvió al Magistral insinuante, provocativa; procuraba marearle con sus perfumes, con sus miradas de telón rápido y con cuantos recursos conocía y podían ser empleados contra semejante hombre y en tales circunstancias. De Pas respondía con mal disimulado <span style=""color: rgb(0, 0, 255);"">despego</span> a las coqueterías de Obdulia y no le agradecía siquiera el holocausto que le estaba ofreciendo de los obsequios de Joaquín Orgaz que ella desdeñaba con mal disimulado énfasis.

A Joaquinito le llevaban los demonios. «Aquella mujer era una... tal... y lo decía en flamenco para sus adentros.

"|XIII|Location 6137
restreñimientos|" muerte, era don Saturnino Bermúdez. Después de la escena de la Catedral donde creía haber adelantado tanto—bien a costa de su conciencia—no había vuelto a ver a Obdulia; y aquella mañana, al acercarse a ella para decirle cuánto había padecido con la ausencia de aquellos días (si bien ocultando los <span style=""color: rgb(0, 0, 255);"">restreñimientos</span> que le habían tenido obseso y en cama), al ir a rezarle al oído el discursito que traía preparado—estilo Feuillet pasado por la sacristía—Obdulia le había vuelto la espalda y no una vez, sino tres o cuatro, dándole a entender claramente, que non erat hic locus, que a él sólo se le to"|XIII|Location 6148
con gran tino,|"e la conversación general; Vegallana y el Magistral tendían a los asuntos serios, pero Ripamilán y don Víctor daban a todo debate un sesgo festivo y todos acababan por tomarlo a broma. El Marqués en cuanto se sintió fuerte, merced al sabio equilibrio gástrico de líquidos y sólidos que él establecía <span style=""color: rgb(0, 0, 255);"">con gran tino,</span> insistió en su espíritu de reformista de cal y canto. «¡Ea! que quería derribar a San Pedro; y que no se le hablase de sus ideas; aparte de que él no era un fanático, ni el partido conservador debía confundirse con ciertas doctrinas ultramontanas, aparte de esto, una cosa era la relig"|XIII|Location 6161
hortalizas!|"¿dónde? Mediante el derribo de la ruinosa iglesia».

Doña Petronila protestaba invocando la autoridad del Magistral. El Magistral votaba con doña Petronila, pero no esforzaba sus argumentos. Ripamilán, que tenía los ojillos como dos abalorios, gritaba:

—¡Fuera ese iconoclasta! ¡Las hortalizas, las <span style=""color: rgb(0, 0, 255);"">hortalizas!</span> ¿Eso quiere decir que a V. E., señor Marqués, la religión, el arte y la historia le importan menos que un rábano?

—¡Bravo, paisano!—gritó don Víctor, en pie, con una copa de Champaña en la mano.

—No hay formalidad, no se puede discutir—decía el Marqués—; este Quintanar aplaude ahora al"|XIII|Location 6167
azotar|"iento la va a hacer rica? ¿que todo el río va a venir arrastrando monedas de cinco duros con la carita del rey y que todo va a ser para usted? Eso sería absurdo. Pero, por esto ¿va a tirar con desdén la pepita y a seguir jugueteando con el agua, moviendo los brazos y haciendo saltar la corriente al <span style=""color: rgb(0, 0, 255);"">azotar</span>la con los pies y sin pensar ya nunca más en aquel poquito de oro que encontró entre la arena?». Estaba muy bien puesta la comparación. Ella se había visto con su traje de baño, sin mangas, braceando en el río, a la sombra de avellanos y nogales, y en la orilla estaba el Magistral con su roque"|XIII|Location 6179
abanico|" lámparas; aspiraba con voluptuosidad extraña el ambiente embalsamado por el incienso de la capilla mayor y por las emanaciones calientes y aromáticas que subían de las damas que le rodeaban; sentía como murmullo de la brisa en las hojas de un bosque el contenido crujir de la seda, el aleteo de los <span style=""color: rgb(0, 0, 255);"">abanico</span>s; y en aquel silencio de la atención que esperaba, delirante, creía comprender y gustaba una adoración muda que subía a él; y estaba seguro de que en tal momento pensaban los fieles en el orador esbelto, elegante, de voz melodiosa, de correctos ademanes a quien oían y veían, no en el Dios de"|XIII|Location 6180
de potencia a potencia|"ervicio de la Iglesia, y especialmente en dotar monjas, levantar conventos y proteger la causa de Don Carlos, mientras estuvo en armas el partido. Creíase poco menos que papisa y se hubiera atrevido a excomulgar a cualquiera provisionalmente, segura de que el Papa sancionaría su excomunión; trataba <span style=""color: rgb(0, 0, 255);"">de potencia a potencia</span> al Obispo, y Ripamilán, que no la podía ver porque era un marimacho, según él, la llamaba el Gran Constantino, aludiendo al Emperador que protegió a la Iglesia. «Piensa la buena señora que por haber sabido conservar con decoro las tocas de la viudez y por levantar edificios pa"|XIII|Location 6196
munificencia|"ber sabido conservar con decoro las tocas de la viudez y por levantar edificios para obras pías es una santa y poco menos que el Metropolitano». Tenía razón el Arcipreste; doña Petronila no pensaba más que en su protección al culto católico y opinaba que los demás debían pasarse la vida alabando su <span style=""color: rgb(0, 0, 255);"">munificencia</span> y su castidad de viuda.

No reconocía entre todo el clero vetustense más superior que el Magistral, a quien consideraba más que al Obispo; «era todo un gran hombre que por humildad vivía postergado». El Magistral trataba a la de Rianzares como a una reina, según el Arcipreste, o como si"|XIII|Location 6199
talegas.|"rca del hombro del Magistral, diciendo con los ojos en blanco, y llena de miel la boca:

—¡Vamos! ¡amigo mío!... se lo suplico yo... acompáñeme al Vivero... sea amable... por caridad....

El Magistral no menos dulce, suave y pegajoso, recibía con placer aquel incienso, detrás del cual habría tantas <span style=""color: rgb(0, 0, 255);"">talegas.</span>

—Señora... con mil amores... si pudiera... pero... tengo que hacer, a las siete he de estar....

—Oh, no, no valen disculpas.... Ayúdeme usted, Marquesa, ayúdeme usted a convencer a este pícaro.

La Marquesa ayudó, pero fue inútil. Don Fermín se había propuesto no ir al Vivero aquella tard"|XIII|Location 6207
quisicosa|"o tenía razón. Y sobre todo, aquellos dos hombres mirándose así por ella, reclamando cada cual con distinto fin la victoria, la conquista de su voluntad, eran algo que rompía la monotonía de la vida vetustense, algo que interesaba, que podía ser dramático, que ya empezaba a serlo. El honor, aquella <span style=""color: rgb(0, 0, 255);"">quisicosa</span> que andaba siempre en los versos que recitaba su marido, estaba a salvo; ya se sabe, no había que pensar en él; pero bueno sería que un hombre de tanta inteligencia como el Magistral la defendiera contra los ataques más o menos temibles del buen mozo, que tampoco era rana, que estaba demos"|XIII|Location 6244
de fijo|"a madre de Ana que, al nacer, se quedó sin ella.

—«¡Menos mal!»—pensaban las hermanas de don Carlos allá en su caserón de Vetusta.

Su matrimonio había originado al coronel un rompimiento con su familia. Se escribieron dos cartas secas y no hubo más relaciones.

—Si viviera mi padre—pensaba Ozores—<span style=""color: rgb(0, 0, 255);"">de fijo</span> perdonaba este matrimonio desigual.

—¡Si viviera padre, moriría del disgusto!—decían las solteronas implacables.

Toda la nobleza vetustense aprobaba la conducta de aquellas señoritas, que vieron un castigo de Dios en el desgraciado puerperio de la modista italiana, su cuñada indigna.

El p"|XIII|Location 6247
barquilla|" una plácida pereza en el cuerpo. Las tías le permitían levantarse tarde, y gozaba con delicia de aquellas horas. Para ella su lecho no estaba ya en aquel caserón de sus mayores, ni en Vetusta, ni en la tierra; estaba flotando en el aire, no sabía dónde. Ella se dejaba columpiar dentro de la blanda <span style=""color: rgb(0, 0, 255);"">barquilla</span> en aquel navegar aéreo de sus ensueños.... Y mientras los personajes de su fantasía se decían ternezas, ella les preparaba un suculento almuerzo en un jardín de fragancias purísimas y penetrantes. Ana aspiraba con placer voluptuoso los aromas ideales de sus visiones turgentes.

Algunas vec"|XIII|Location 6257
cuclillas,|"os a las tinieblas que se acercaban por oriente. La Regenta recordó las carracas de Semana Santa, cuando se apaga la luz del ángulo misterioso y se rompen las cataratas del entusiasmo infantil con estrépito horrísono.

—¡Petra! ¡Petra!—gritó.

Estaba sola. ¿Adónde había ido su doncella?

Un sapo en <span style=""color: rgb(0, 0, 255);"">cuclillas,</span> miraba a la Regenta encaramado en una raíz gruesa, que salía de la tierra como una garra. Lo tenía a un palmo de su vestido. Ana dio un grito, tuvo miedo. Se le figuró que aquel sapo había estado oyéndola pensar y se burlaba de sus ilusiones.

—¡Petra! ¡Petra! La doncella no respondía. El"|XIII|Location 6258
encaramarse|"eía de él, de vez en cuando, un reflejo morado y una mano que se extendía sobre el auditorio. Describía el crujir de los huesos del pecho del Señor al relajar los verdugos las piernas del mártir, para que llegaran los pies al madero en que iban a clavarlos. Jesús se encogía, todo el cuerpo tendía a <span style=""color: rgb(0, 0, 255);"">encaramarse</span>, pero los verdugos forcejeaban; ellos vencerían. «¡Dios mío! ¡Dios mío!», exclamaba el Justo, mientras su cuerpo dislocado se rompía dentro con chasquidos sordos. Los verdugos se irritaban contra la propia torpeza; no acababan de clavar los pies.... Sudaban jadeantes y maldicientes; su a"|XIII|Location 6273
le estaban llevando los demonios.|"ro dio el tercer empujón.... Inútil. Miró hacia abajo como buscando modo de librarse de parte del peso. En el otro cajón, debajo de sus narices, en actitud humilde y ridícula, vio a don Saturnino en cuclillas, inmóvil, olvidado por todos los presentes. Mesía no pudo menos de sonreír, a pesar de que <span style=""color: rgb(0, 0, 255);"">le estaban llevando los demonios.</span> Con deseos de escupirle miró a Bermúdez, que le sonreía sin cesar, y dijo con calma forzada:

—¡Hombre! ¡pues tiene gracia! ¿Ahí se está usted? ¿usted se piensa que yo hago juegos de Alcides y se me pone ahí en calidad de plomo?...

Carcajada general.—Sí, ríanse ust"|XIII|Location 6303
escupirle|"abajo como buscando modo de librarse de parte del peso. En el otro cajón, debajo de sus narices, en actitud humilde y ridícula, vio a don Saturnino en cuclillas, inmóvil, olvidado por todos los presentes. Mesía no pudo menos de sonreír, a pesar de que le estaban llevando los demonios. Con deseos de <span style=""color: rgb(0, 0, 255);"">escupirle</span> miró a Bermúdez, que le sonreía sin cesar, y dijo con calma forzada:

—¡Hombre! ¡pues tiene gracia! ¿Ahí se está usted? ¿usted se piensa que yo hago juegos de Alcides y se me pone ahí en calidad de plomo?...

Carcajada general.—Sí, ríanse ustedes—clamó Obdulia—pues el lance es gracioso.

—"|XIII|Location 6303
se creía a la vergüenza en la picota,|"ro aquel se ha metido entre los dos palos de la banda... si no se alza a pulso todo el columpio... no se puede desenganchar.

—Es claro—bramaba desde arriba el otro; y probó otra vez su fuerza.

Pero Bermúdez pesaba muy poco por lo visto, porque don Álvaro no movió el pesado artefacto.

El elegante <span style=""color: rgb(0, 0, 255);"">se creía a la vergüenza en la picota,</span> y de un brinco, que procuró que fuese gracioso, se puso en tierra. Sacudiendo el polvo de las manos y limpiando el sudor de la frente, dijo:

—¡Es imposible! Que se busque otra escalera.

—Ya podía estar buscada...—Si yo alcanzase...—insinuó entonces el Magistra"|XIII|Location 6319
hacer títeres.|"iando el sudor de la frente, dijo:

—¡Es imposible! Que se busque otra escalera.

—Ya podía estar buscada...—Si yo alcanzase...—insinuó entonces el Magistral, con modestia en la voz y en el gesto.

—Es verdad, dijo la Marquesa, usted es también alto.

—Sí llega, sí llega—gritó Paco, que quiso verle <span style=""color: rgb(0, 0, 255);"">hacer títeres.</span>

—Sí, alcanza usted—concluyó Vegallana padre—. Como tenga usted fuerza.... Y aquí nadie le ve.

Lo difícil era subir a lo alto de la escalera sin hacer la triste figura con el traje talar.

—Quítese usted el manteo—observó Ripamilán.

—No hace falta—contestó De Pas, horrorizado ante l"|XIII|Location 6324
ápice|"a padre—. Como tenga usted fuerza.... Y aquí nadie le ve.

Lo difícil era subir a lo alto de la escalera sin hacer la triste figura con el traje talar.

—Quítese usted el manteo—observó Ripamilán.

—No hace falta—contestó De Pas, horrorizado ante la idea de que le vieran en sotana.

Y sin perder un <span style=""color: rgb(0, 0, 255);"">ápice</span> de su dignidad, de su gravedad ni de su gracia, subió como una ardilla al travesaño más alto, mientras el manteo flotaba ondulante a su espalda.

—Perfectamente—dijo metiendo los brazos por donde poco antes había introducido los suyos Mesía.

Aplausos en la multitud. Obdulia comprimió un chill"|XIII|Location 6328
soltura|"
—Perfectamente—dijo metiendo los brazos por donde poco antes había introducido los suyos Mesía.

Aplausos en la multitud. Obdulia comprimió un chillido de mal género.

Doña Petronila, extática, con la boca abierta, exclamó por lo bajo:

—¡Qué hombre! ¡Qué lumbrera!

Sin gran esfuerzo aparente, con <span style=""color: rgb(0, 0, 255);"">soltura</span> y gracia, el Magistral suspendió en sus brazos el columpio, que libre de su prisión y contenido en su descenso por la fuerza misma que lo levantara, bajó majestuosamente. Somoza, Paco y Joaquín Orgaz ayudaron a Obdulia a salir del cajón maldito. El Magistral tuvo una verdadera ovación. Paco "|XIII|Location 6334
lides|"so por la fuerza misma que lo levantara, bajó majestuosamente. Somoza, Paco y Joaquín Orgaz ayudaron a Obdulia a salir del cajón maldito. El Magistral tuvo una verdadera ovación. Paco le admiró en silencio: la fuerza muscular le inspiraba un terror algo religioso; él había malgastado la suya en las <span style=""color: rgb(0, 0, 255);"">lides</span> de amor. Tenía bastante carne, pero blanda. Don Álvaro disimuló difícilmente el bochorno. «¡Mayor puerilidad! pero estaba avergonzado de veras». Además, él, que miraba a los curas como flacas mujeres, como un sexo débil especial a causa del traje talar y la lenidad que les imponen los cánones,"|XIII|Location 6337
bochorno.|"Orgaz ayudaron a Obdulia a salir del cajón maldito. El Magistral tuvo una verdadera ovación. Paco le admiró en silencio: la fuerza muscular le inspiraba un terror algo religioso; él había malgastado la suya en las lides de amor. Tenía bastante carne, pero blanda. Don Álvaro disimuló difícilmente el <span style=""color: rgb(0, 0, 255);"">bochorno.</span> «¡Mayor puerilidad! pero estaba avergonzado de veras». Además, él, que miraba a los curas como flacas mujeres, como un sexo débil especial a causa del traje talar y la lenidad que les imponen los cánones, acababa de ver en el Magistral un atleta; un hombre muy capaz de matarle de un puñeta"|XIII|Location 6337
cosquillas|"irle una palabra!

Mucho sintió Paco Vegallana en el primer momento, encontrar en su casa a Obdulia aquella tarde. No estaba él para bromas. Las confidencias de don Álvaro le habían enternecido, y su espíritu volaba en una atmósfera ideal; aquel airecillo romántico le hacía en las entrañas sabrosas <span style=""color: rgb(0, 0, 255);"">cosquillas</span>, más punzantes por la falta de uso. Pocas veces se hallaba él en semejante disposición de ánimo.

Obdulia y Visitación, desde la ventana de la cocina que daba al patio, les llamaban a grandes voces, riendo como locas.

—¡Aquí! ¡aquí! ¡a trabajar todo el mundo!—gritaba Visita chupándose lo"|XIII|Location 6382
hacer el cadete;|"n tal materia, al Obispo de Nauplia, la fonda de Madrid, los vestidos de la prima cortesana, etc., etc. No cabe negar que la resolución del Magistral estuvo a punto de quebrantarse, pero le pareció indigno de él mostrar tan poca voluntad y temió además lo que podía suceder en el Vivero. Él no podía <span style=""color: rgb(0, 0, 255);"">hacer el cadete;</span> si don Álvaro quería buscar el desquite de la derrota del columpio y le desafiaba en otra cualquier clase de ejercicio, él, con su manteo y su sotana, y su canonjía a cuestas, estaba muy expuesto a ponerse en ridículo. No, no iría. Y sintió al afirmarse en su propósito una voluptuos"|XIII|Location 6386
carruaje;|"co y Obdulia y Visita eran un poco locos, y en Vetusta los ociosos, que eran casi todos, murmuraban de lo más inocente....

Todo eso, aunque no lo quisiera decir aquel gesto, entendió la Regenta; y se resignó a habérselas otra vez con Mesía sin el amparo del Provisor.

No hablaron más. Se detuvo el <span style=""color: rgb(0, 0, 255);"">carruaje;</span> el Magistral se levantó y saludó a las damas. La Regenta le sonrió como hubiera sonreído muchas veces a su madre si la hubiera conocido. De Pas no sabía sonreír de aquella manera; la blandura de sus ojos no servía para tales trances, y contestó mirando con chispas de que él no se dio cuent"|XIII|Location 6397
apeó|"s a su madre si la hubiera conocido. De Pas no sabía sonreír de aquella manera; la blandura de sus ojos no servía para tales trances, y contestó mirando con chispas de que él no se dio cuenta... ni Ana tampoco.

Estaban en la entrada del Espolón, el paseo de los curas, según antiguo nombre. Allí se <span style=""color: rgb(0, 0, 255);"">apeó</span> don Fermín entre lamentos de doña Petronila.

—Es usted muy desabrido—dijo la Marquesa, permitiéndose un tono familiar que empleaba con todos los canónigos menos con don Fermín.

Y hasta se propasó a darle con el abanico cerrado en la mano. Quería significar así su deseo de estrechar la amistad"|XIII|Location 6401
desabrido—|"quella manera; la blandura de sus ojos no servía para tales trances, y contestó mirando con chispas de que él no se dio cuenta... ni Ana tampoco.

Estaban en la entrada del Espolón, el paseo de los curas, según antiguo nombre. Allí se apeó don Fermín entre lamentos de doña Petronila.

—Es usted muy <span style=""color: rgb(0, 0, 255);"">desabrido—</span>dijo la Marquesa, permitiéndose un tono familiar que empleaba con todos los canónigos menos con don Fermín.

Y hasta se propasó a darle con el abanico cerrado en la mano. Quería significar así su deseo de estrechar la amistad algo fría que mediaba entre el Provisor y los Vegallana. Bien lo"|XIII|Location 6402
aspas|"sectario. Ciertamente, el convento provisional de las Salesas no era buena vivienda, estaba situado en un barrio bajo, en lo más hondo de una vertiente del terreno, sin sol; allí desahogaban las mal construidas alcantarillas de gran parte de la Encimada, y, en efecto, en algunas celdas la humedad tr<span style=""color: rgb(0, 0, 255);"">aspas</span>aba las paredes, y había grietas; no cabía negar que a veces los olores eran insufribles; tales miasmas no podían ser saludables. Pero todo aquello duraría poco; y Rosita no estaba tan mal como el médico decía. El de las monjas aseguraba que no, y que sacarla de allí, sola, separarla de sus que"|XIII|Location 6412
encopetadas|"aquí no se puede luchar con las preocupaciones, con el fanatismo. Esos curas, que son listos, con pretexto de la soledad y el retiro han cogido, allá en tiempo de la sopa boba, han cogido para sí el mejor sitio de recreo, el más abrigado, el más higiénico....

En fin, que algunas señoras de las más <span style=""color: rgb(0, 0, 255);"">encopetadas</span> se atrevieron a romper la tradición, y desde Octubre en adelante, hasta que volvía Pascua florida, se pasearon con gran descoco en el Espolón. Tras aquéllas fueron atreviéndose otras; los pollos advirtieron que el Paseo de los curas era más corto y más estrecho que el Paseo Grande, y est"|XIV|Location 6437
descoco|" han cogido, allá en tiempo de la sopa boba, han cogido para sí el mejor sitio de recreo, el más abrigado, el más higiénico....

En fin, que algunas señoras de las más encopetadas se atrevieron a romper la tradición, y desde Octubre en adelante, hasta que volvía Pascua florida, se pasearon con gran <span style=""color: rgb(0, 0, 255);"">descoco</span> en el Espolón. Tras aquéllas fueron atreviéndose otras; los pollos advirtieron que el Paseo de los curas era más corto y más estrecho que el Paseo Grande, y esto les convenía. Y en un año se transformó en Paseo de invierno el apetecible Espolón, secularizándose en parte.

Algunos clérigos, v"|XIV|Location 6438
apetecible|"de los más ricos americanos de La Colonia había pasado, tiempo atrás, del confesonario de Ripamilán al de don Fermín. Esto era ya una gollería. Pero ¡oh escándalo! ahora (don Custodio lo había averiguado escuchando detrás de una puerta), ahora el chocho del poeta bucólico dejaba al Magistral la más <span style=""color: rgb(0, 0, 255);"">apetecible</span> de sus joyas penitenciarias, como lo era sin duda la digna y virtuosa y hermosísima esposa de don Víctor Quintanar. ¡Y don Custodio sentía la alegórica baba de la envidia manar de sus labios! Después de haber tropezado en el trasaltar con el Provisor, se había dirigido hacia el trascoro, "|XIV|Location 6439
desparramándose|"advirtieron que el Paseo de los curas era más corto y más estrecho que el Paseo Grande, y esto les convenía. Y en un año se transformó en Paseo de invierno el apetecible Espolón, secularizándose en parte.

Algunos clérigos, viejos o pobres casi todos, protestaron y acabaron por abandonar su Espolón <span style=""color: rgb(0, 0, 255);"">desparramándose</span> por las carreteras.

—«¡El mundo, la locura, los arrojaba de su solitario recreo! ¡El siglo lo invadía todo!». Y la emprendían por el camino de Castilla y otras calzadas polvorosas entre las filas interminables de álamos y robles.

Pero el elemento joven, los más de los canónigos y b"|XIV|Location 6441
esmero|"día al idealismo, en buen hora despertado por las relaciones de su amigo, consintió el Marquesito en pasar a la cocina de su casa, al oler lo que guisaban aquellas señoras.

En la cocina de los Vegallana se reflejaba su positiva grandeza. No, no eran nobles tronados: abundancia, limpieza, desahogo, <span style=""color: rgb(0, 0, 255);"">esmero</span>, refinamiento en el arte culinario, todo esto y más se notaba desde el momento de entrar allí.

Pedro, el cocinero, y Colás, su pinche, preparaban la comida ordinaria, y parecía que se trataba de un banquete. Por toda la provincia tenía esparcidos sus dominios el Marqués, en forma de arrendam"|XIV|Location 6448
embrutecían|"rusos.

Tal vez a esta nueva costumbre de la vida vetustense debíase en parte el gran esmero que se echaba de ver de poco acá en el traje de muchos sacerdotes. Lo que se puede bien llamar juventud dorada del clero de la capital, tan envidiada por sus colegas de la montaña, que según ellos mismos se <span style=""color: rgb(0, 0, 255);"">embrutecían</span> a ojos vistas, la juventud dorada acudía sin falta todas las tardes de otoño y de invierno que hacía bueno al Espolón; iba lo que se llama reluciente; parecían diamantes negros, y sin que nadie tuviera nada que decir, presenciaban las idas y venidas de las jóvenes elegantes; y los que er"|XIV|Location 6450
timorato,|"rto. «¡Risum teneatis!» contestaba Cármenes en la gacetilla del Lábaro.

La religiosidad, aunque en la forma lamentable de la superstición, se manifestaba en el mismo vicio de la tafurería. Se contaban en el Casino portentos de credulidad de los jugadores más famosos. Un comerciante, liberal y nada <span style=""color: rgb(0, 0, 255);"">timorato,</span> tenía depositados en la puerta de aquel centro de recreo un par de zapatos viejos. Llegaba al Casino, calzaba los zapatos de suela rota y subía a probar fortuna. Juraba que jamás llevando botas nuevas le había favorecido la suerte. Venía a ser un jugador de la orden de los descalzos. Entre"|XIV|Location 6453
mescolanzas|" jóvenes elegantes; y los que eran observadores podían notar las señales del amor, de la coquetería, en gestos, movimientos, risas, miradas y rubores. Pero nada más.

Sin embargo, el Rector del Seminario, hombre excesivamente timorato, según frase de la marquesa de Vegallana, no pasaba por aquellas <span style=""color: rgb(0, 0, 255);"">mescolanzas</span> de curas y mujeres paseando todos revueltos, en un recinto que no tenía un tiro de piedra de largo, y que tendría cinco varas escasas de ancho.

—«No señor—le decía al Obispo—; yo no comprendo que pueda ser cosa inocente e inofensiva que un sacerdote tropiece con los codos de todas las s"|XIV|Location 6454
