word|ch-context-styled|chapter|kindle-location
palillero,|". Miró a doña Paula.<br><br>—¿Le duele la cabeza, madre?—Me ha dolido. ¡Teresina!—Señora.—¡La cena! Y salió del despacho. El Provisor hizo un gesto de paciencia y salió tras ella. «No era todavía hora de cenar, faltaban más de cuarenta minutos... pero ¿quién se lo decía a ella?».<br><br>Doña Paula se sentó junto a la mesa, de lado, como los cómicos malos en el teatro. Junto al cubierto de don Fermín había un <span style=""color: rgb(0, 0, 255);"">palillero,</span> un taller con sal, aceite y vinagre. Su servilleta tenía servilletero; la de su madre no.<br><br>Teresina, grave, con la mirada en el suelo, entró con el primer plato, que era una ensalada.<br><br>—¿No te sientas?—preguntó al Provisor su madre.<br><br>—No tengo apetito... pero tengo mucha sed....<br><br>—¿Estás malo?—No, señora... eso no.—¿Cenarás más tarde?<br><br>—No, señora, tampoco.... El Magistral ocupó su asie"|XV|Location 6759
aparador|"encio. Estaba sintiendo náuseas y no se atrevía a pedir una taza de té. Se moría de sed, pero temía beber agua.<br><br>Doña Paula hablaba con Teresa más que de costumbre y con una amabilidad que usaba muy pocas veces.<br><br>La trataba como si hubiera que consolarla de alguna desgracia de que en parte tuviera la misma doña Paula la culpa. Esto al menos creyó notar el Magistral.<br><br>Faltaba algo que estaba en el <span style=""color: rgb(0, 0, 255);"">aparador</span> y el ama se levantaba y lo traía ella misma.<br><br>Pidió azúcar don Fermín para echarlo en el vaso de agua y su madre dijo:<br><br>—Está arriba la azucarera, en mi cuarto.... Deja, iré yo por ella.<br><br>—Pero, madre...—Déjame. Teresina quedó a solas con su amo y mientras le servía agua dejando caer el chorro desde muy alto, suspiró discretamente.<br><br>De Pas la miró, un poco sorprendido. Estaba muy guapa; p"|XV|Location 6775
sosiéguese|"peor, que esas que le tiran de la levita a don Saturno, porque esas cobran, y dejan en paz al que las ha buscado; pero las señoras chupan la vida, la honra... deshacen en un mes lo que yo hice en veinte años.... ¡Fermo... eres un ingrato!... ¡eres un loco!<br><br>Se sentó fatigada y con el pañuelo que traía a la cabeza improvisó una banda para las sienes.<br><br>—¡Va a estallarme la frente!—¡Madre, por Dios! <span style=""color: rgb(0, 0, 255);"">sosiéguese</span> usted. Nunca la he visto así... ¿Pero qué pasa? ¿qué pasa?... Todo es calumnia.... ¡Y qué pronto... qué pronto... la han urdido! ¡Qué Brigadiera ni qué señoronas... si no hay nada de eso... si yo le juro que no es eso... si no hay nada!<br><br>—No tienes corazón, Fermo, no tienes corazón.<br><br>—Señora, ve usted lo que no hay... yo le aseguro....<br><br>—¿Qué has hecho hasta las diez de la noche? Rondar"|XV|Location 6813
urdido!|"hupan la vida, la honra... deshacen en un mes lo que yo hice en veinte años.... ¡Fermo... eres un ingrato!... ¡eres un loco!<br><br>Se sentó fatigada y con el pañuelo que traía a la cabeza improvisó una banda para las sienes.<br><br>—¡Va a estallarme la frente!—¡Madre, por Dios! sosiéguese usted. Nunca la he visto así... ¿Pero qué pasa? ¿qué pasa?... Todo es calumnia.... ¡Y qué pronto... qué pronto... la han <span style=""color: rgb(0, 0, 255);"">urdido!</span> ¡Qué Brigadiera ni qué señoronas... si no hay nada de eso... si yo le juro que no es eso... si no hay nada!<br><br>—No tienes corazón, Fermo, no tienes corazón.<br><br>—Señora, ve usted lo que no hay... yo le aseguro....<br><br>—¿Qué has hecho hasta las diez de la noche? Rondar la casa de esa gigantona... de fijo....<br><br>—¡Por Dios, señora! esto es indigno de usted. Está usted insultando a una mujer honrada, i"|XV|Location 6814
porquerías,|"s, pero yo sí... yo soy la madre que te parió ¿sabes? y te conozco... y conozco el mundo... y sé tenerlo todo en cuenta... todo.... Pero de estas cosas no podemos hablar tú y yo... ni a solas... ya me entiendes... pero... bastante buena soy, bastante he callado, bastante he visto.<br><br>—No ha visto usted nada...—Tienes razón... no he visto... pero he comprendido y ya ves... nunca te hablé de estas... <span style=""color: rgb(0, 0, 255);"">porquerías,</span> pero ahora parece que te complaces en que te vean... tomas por el peor camino....<br><br>—Madre... usted lo ha dicho, es absurdo, es indecoroso que usted y yo hablemos, aunque sea en cifra, de ciertas cosas....<br><br>—Ya lo veo, Fermo, pero tú lo quieres. Lo de hoy ha sido un escándalo.<br><br>—Pero si yo le juro a usted que no hay nada; que esto no tiene nada que ver con todas esas otras calumnias de "|XV|Location 6825
antaño....|"porquerías, pero ahora parece que te complaces en que te vean... tomas por el peor camino....<br><br>—Madre... usted lo ha dicho, es absurdo, es indecoroso que usted y yo hablemos, aunque sea en cifra, de ciertas cosas....<br><br>—Ya lo veo, Fermo, pero tú lo quieres. Lo de hoy ha sido un escándalo.<br><br>—Pero si yo le juro a usted que no hay nada; que esto no tiene nada que ver con todas esas otras calumnias de <span style=""color: rgb(0, 0, 255);"">antaño....</span><br><br>—Peor; peor que peor.... Y sobre todo lo que yo temo es que el otro se entere, que Camoirán crea todo eso que ya dicen.<br><br>—¡Que ya dicen! ¡En dos días!<br><br>—Sí, en dos; en medio... en una hora.... ¿No ves que te tienen ganas? ¿que llueve sobre mojado?... ¿Hace dos días? Pues ellos dirán que hace dos meses, dos años, lo que quieran. ¿Empieza ahora? Pues dirán que ahora se ha descubierto. Co"|XV|Location 6829
copón...|"n crea todo eso que ya dicen.<br><br>—¡Que ya dicen! ¡En dos días!<br><br>—Sí, en dos; en medio... en una hora.... ¿No ves que te tienen ganas? ¿que llueve sobre mojado?... ¿Hace dos días? Pues ellos dirán que hace dos meses, dos años, lo que quieran. ¿Empieza ahora? Pues dirán que ahora se ha descubierto. Conocen al Obispo, saben que sólo por ahí pueden atacarte.... Que le digan a Camoirán que has robado el <span style=""color: rgb(0, 0, 255);"">copón...</span> no lo cree... pero eso sí; ¡acuérdate de la Brigadiera!...<br><br>—¡Qué Brigadiera... madre... qué Brigadiera!... Es que no podemos hablar de estas cosas... pero... si yo le explicara a usted....<br><br>—No necesito saber nada... todo lo comprendo... todo lo sé... a mi modo. Fermo, ¿te fue bien toda la vida dejándote guiar por tu madre, en estas cosas miserables de tejas abajo? ¿Te fue bien?<br><br>—¡Sí, m"|XV|Location 6834
enternecido|"o cayeron sobre los hombros y la espalda; los ojos apagados casi siempre, echaban fuego ahora, y aquella mujer cortada a hachazos parecía una estatua rústica de la Elocuencia prudente y cargada de experiencia.<br><br>La tempestad se había deshecho en lluvia de palabras y consejos. Ya no se reñía, se discutía con calor, pero sin ira. Los recuerdos evocados, sin intención patética, por doña Paula, habían <span style=""color: rgb(0, 0, 255);"">enternecido</span> a Fermo. Ya había allí un hijo y una madre, y no había miedo de que las palabras fuesen rayos.<br><br>Doña Paula no se enternecía, tenía esa ventaja. Llamaba mojigangas a las caricias, y quería a su hijo mucho a su manera, desde lejos. Era el suyo un cariño opresor, un tirano. Fermo, además de su hijo, era su capital, una fábrica de dinero. Ella le había hecho hombre, a costa de sacrificios,"|XV|Location 6851
mojigangas|"Elocuencia prudente y cargada de experiencia.<br><br>La tempestad se había deshecho en lluvia de palabras y consejos. Ya no se reñía, se discutía con calor, pero sin ira. Los recuerdos evocados, sin intención patética, por doña Paula, habían enternecido a Fermo. Ya había allí un hijo y una madre, y no había miedo de que las palabras fuesen rayos.<br><br>Doña Paula no se enternecía, tenía esa ventaja. Llamaba <span style=""color: rgb(0, 0, 255);"">mojigangas</span> a las caricias, y quería a su hijo mucho a su manera, desde lejos. Era el suyo un cariño opresor, un tirano. Fermo, además de su hijo, era su capital, una fábrica de dinero. Ella le había hecho hombre, a costa de sacrificios, de vergüenzas de que él no sabía ni la mitad, de vigilias, de sudores, de cálculos, de paciencia, de astucia, de energía y de pecados sórdidos; por consiguiente no"|XV|Location 6853
por consiguiente|"a ventaja. Llamaba mojigangas a las caricias, y quería a su hijo mucho a su manera, desde lejos. Era el suyo un cariño opresor, un tirano. Fermo, además de su hijo, era su capital, una fábrica de dinero. Ella le había hecho hombre, a costa de sacrificios, de vergüenzas de que él no sabía ni la mitad, de vigilias, de sudores, de cálculos, de paciencia, de astucia, de energía y de pecados sórdidos; <span style=""color: rgb(0, 0, 255);"">por consiguiente</span> no pedía mucho si pedía intereses al resultado de sus esfuerzos, al Provisor de Vetusta. El mundo era de su hijo, porque él era el de más talento, el más elocuente, el más sagaz, el más sabio, el más hermoso; pero su hijo era de ella, debía cobrar los réditos de su capital, y si la fábrica se paraba o se descomponía, podía reclamar daños y perjuicios, tenía derecho a exigir que Fe"|XV|Location 6855
réditos|" de que él no sabía ni la mitad, de vigilias, de sudores, de cálculos, de paciencia, de astucia, de energía y de pecados sórdidos; por consiguiente no pedía mucho si pedía intereses al resultado de sus esfuerzos, al Provisor de Vetusta. El mundo era de su hijo, porque él era el de más talento, el más elocuente, el más sagaz, el más sabio, el más hermoso; pero su hijo era de ella, debía cobrar los <span style=""color: rgb(0, 0, 255);"">réditos</span> de su capital, y si la fábrica se paraba o se descomponía, podía reclamar daños y perjuicios, tenía derecho a exigir que Fermo continuase produciendo.<br><br>En Matalerejo, en su tierra, Paula Raíces vivió muchos años al lado de las minas de carbón en que trabajaba su padre, un miserable labrador que ganaba la vida cultivando una mala tierra de maíz y patatas, y con la ayuda de un jornal. Aquell"|XV|Location 6857
prados|"e, un miserable labrador que ganaba la vida cultivando una mala tierra de maíz y patatas, y con la ayuda de un jornal. Aquellos hombres que salían de las cuevas negros, sudando carbón y con los ojos hinchados, adustos, blasfemos como demonios, manejaban más plata entre los dedos sucios que los campesinos que removían la tierra en la superficie de los campos y segaban y amontonaban la yerba de los <span style=""color: rgb(0, 0, 255);"">prados</span> frescos y floridos. El dinero estaba en las entrañas de la tierra; había que cavar hondo para sacar provecho. En Matalerejo, y en todo su valle, reina la codicia, y los niños rubios de tez amarillenta que pululan a orillas del río negro que serpea por las faldas de los altos montes de castaños y helechos, parecen hijos de sueños de avaricia. Paula era de niña rubia como una mazorca; tenía l"|XV|Location 6862
codicia,|"negros, sudando carbón y con los ojos hinchados, adustos, blasfemos como demonios, manejaban más plata entre los dedos sucios que los campesinos que removían la tierra en la superficie de los campos y segaban y amontonaban la yerba de los prados frescos y floridos. El dinero estaba en las entrañas de la tierra; había que cavar hondo para sacar provecho. En Matalerejo, y en todo su valle, reina la <span style=""color: rgb(0, 0, 255);"">codicia,</span> y los niños rubios de tez amarillenta que pululan a orillas del río negro que serpea por las faldas de los altos montes de castaños y helechos, parecen hijos de sueños de avaricia. Paula era de niña rubia como una mazorca; tenía los ojos casi blancos de puro claros, y en el alma, desde que tuvo uso de razón, toda la codicia del pueblo junta. En las minas, y en las fábricas que las rodean,"|XV|Location 6863
cesto|"el río negro que serpea por las faldas de los altos montes de castaños y helechos, parecen hijos de sueños de avaricia. Paula era de niña rubia como una mazorca; tenía los ojos casi blancos de puro claros, y en el alma, desde que tuvo uso de razón, toda la codicia del pueblo junta. En las minas, y en las fábricas que las rodean, hay trabajo para los niños en cuanto pueden sostener en la cabeza un <span style=""color: rgb(0, 0, 255);"">cesto</span> con un poco de tierra. Los ochavos que ganan así los hijos de los pobres son en Matalerejo la semilla de la avaricia arrojada en aquellos corazones tiernos: semilla de metal que se incrusta en las entrañas y jamás se arranca de allí. Paula veía en su casa la miseria todos los días; o faltaba pan para cenar o para comer; el padre gastaba en la taberna y en el juego lo que ganaba en la mina.<br><br>"|XV|Location 6866
filón|"un agujero del corral. La codicia la hizo mujer antes de tiempo; tenía una seriedad prematura, un juicio firme y frío.<br><br>Hablaba poco y miraba mucho. Despreciaba la pobreza de su casa y vivía con la idea constante de volar... de volar sobre aquella miseria. Pero ¿cómo? Las alas tenían que ser de oro. ¿Dónde estaba el oro? Ella no podía bajar a la mina.<br><br>Su espíritu observador notó en la iglesia un <span style=""color: rgb(0, 0, 255);"">filón</span> menos obscuro y triste que el de las cuevas de allá abajo. «El cura no trabajaba y era más rico que su padre y los demás cavadores de las minas. Si ella fuera hombre no pararía hasta hacerse cura. Pero podía ser ama como la señora Rita». Comenzó a frecuentar la iglesia; no perdió novena, ni rogativas, ni misiones, ni rosario y siempre salía la última del templo. Los vecinos de Matalerejo hab"|XV|Location 6875
ciernes.|"ima del templo. Los vecinos de Matalerejo habían enterrado la antigua piedad entre el carbón; eran indiferentes y tenían fama de herejes en los pueblos comarcanos. Por esto pudo notar la señorita Rita la piedad de Paula bien pronto. «La hija de Antón Raíces, le dijo al señor cura, tira para santa, no sale de la iglesia». El cura habló a la chicuela, y aseguró a Rita que era una Teresa de Jesús en <span style=""color: rgb(0, 0, 255);"">ciernes.</span> En una enfermedad del ama, el párroco pidió a Raíces su hija para reemplazar a Rita en su servicio. Rita sanó pero Paula no salió de la Rectoral. Se acabó el ir y venir con el cesto de tierra. Se vistió de negro, y por amor de Dios se olvidó de sus padres. A los dos años la señora Rita salía de la casa del cura enseñando los puños a Paula y llevándose en un cofre sus ahorros de veinte año"|XV|Location 6880
enseñando los puños a Paula|" El cura habló a la chicuela, y aseguró a Rita que era una Teresa de Jesús en ciernes. En una enfermedad del ama, el párroco pidió a Raíces su hija para reemplazar a Rita en su servicio. Rita sanó pero Paula no salió de la Rectoral. Se acabó el ir y venir con el cesto de tierra. Se vistió de negro, y por amor de Dios se olvidó de sus padres. A los dos años la señora Rita salía de la casa del cura <span style=""color: rgb(0, 0, 255);"">enseñando los puños a Paula</span> y llevándose en un cofre sus ahorros de veinte años. El cura murió de viejo y el nuevo párroco, de treinta años, admitió a la hija de Raíces como parte integrante de la casa Rectoral. Paula era entonces una joven alta, blanca, fresca, de carne dura y piel fina, pero mal hecha. Una noche, a las doce, a la luz de la luna salió de la Rectoral, que estaba en lo alto de una "|XV|Location 6883
mengua|"por la saya de estameña y la obligó a detenerse; hablaron; él abría los brazos, ponía las manos sobre el corazón, besaba dos dedos en cruz; ella decía no con la cabeza. Después de media hora de lucha, los dos volvieron a la Rectoral; entró él, ella detrás y cerró por dentro después de decir a un perro que ladraba:<br><br>—¡Chito, Nay, que es el amo! Paula fue el tirano del cura desde aquella noche, sin <span style=""color: rgb(0, 0, 255);"">mengua</span> de su honor. Un momento de flaqueza en la soledad le costó al párroco, sin saciar el apetito, muchos años de esclavitud. Tenía fama de santo; era un joven que predicaba moralidad, castidad, sobre todo a los curas de la comarca, y predicaba con el ejemplo. Y una noche, reparando al cenar que Paula era mal formada, angulosa, sintió una lascivia de salvaje, irresistible, ciega, excitada por aq"|XV|Location 6891
gruñido,|"jemplo. Y una noche, reparando al cenar que Paula era mal formada, angulosa, sintió una lascivia de salvaje, irresistible, ciega, excitada por aquellos ángulos de carne y hueso, por aquellas caderas desairadas, por aquellas piernas largas, fuertes, que debían de ser como las de un hombre. A la primera insinuación amorosa, brusca, significada más por gestos que por palabras, el ama contestó con un <span style=""color: rgb(0, 0, 255);"">gruñido,</span> y fingiendo no comprender lo que le pedían; a la segunda intentona, que fue un ataque brutal, sin arte, de hombre casto que se vuelve loco de lujuria en un momento, Paula dio por respuesta un brinco, una patada; y sin decir palabra se fue a su cuarto, hizo un lío de ropa, símbolo de despedida, porque tenía allí muchos baúles cargados de trapos y otros artículos, y salió diciendo desde la "|XV|Location 6895
sacias|"omesa; deja que suba el precio... ni a la segunda. A la tercera date por vencido...».<br><br>Y así fue. Paula arrancó de una vez al pobre párroco de Matalerejo, el más casto del Arciprestazgo, el resto del precio que ella había puesto al silencio. ¡Con qué fervor predicaba el buen hombre después la castidad firme! «¡Un momento de debilidad te pierde, pecador; basta un momento! Un deseo, un deseo que no <span style=""color: rgb(0, 0, 255);"">sacias</span> siquiera, te cuesta la salvación» (y todos tus ahorros, y la paz del hogar, y la tranquilidad de toda la vida, añadía para sus adentros.)<br><br>Paula compró grandes partidas de vino y lo vendía al por mayor a los taberneros de Matalerejo; empezó bien el comercio gracias a su inteligencia, a su actividad. Ella trabajaba por los dos. Francisco era muy fantástico, según su mujer. Le gustaba contar "|XV|Location 6925
reyertas|"encia, a su actividad. Ella trabajaba por los dos. Francisco era muy fantástico, según su mujer. Le gustaba contar sus hazañas, y hasta sus aventuras, esto en secreto, después de colocar unos cuantos pellejos de Toro, al beber en compañía del parroquiano. Era rumboso y en el calor de la amistad improvisada en la taberna, abría créditos exorbitantes a los taberneros, sus consumidores. Esto originó <span style=""color: rgb(0, 0, 255);"">reyertas</span> trágicas; hubo sillas por el aire, cuchillos que acababan por clavarse en una mesa de pino, amenazas sordas y reconciliaciones expresivas por parte del artillero; secas, frías, nada sinceras por parte de su mujer. La manía de dar al fiado llegó a ser un vicio, una pasión del manirroto licenciado. Le gustaba darse tono de rico y despreciaba el dinero con gran prosopopeya. «¡Los países que "|XV|Location 6930
al fiado|"del parroquiano. Era rumboso y en el calor de la amistad improvisada en la taberna, abría créditos exorbitantes a los taberneros, sus consumidores. Esto originó reyertas trágicas; hubo sillas por el aire, cuchillos que acababan por clavarse en una mesa de pino, amenazas sordas y reconciliaciones expresivas por parte del artillero; secas, frías, nada sinceras por parte de su mujer. La manía de dar <span style=""color: rgb(0, 0, 255);"">al fiado</span> llegó a ser un vicio, una pasión del manirroto licenciado. Le gustaba darse tono de rico y despreciaba el dinero con gran prosopopeya. «¡Los países que él había visto! ¡las mujeres que él había seducido, allá muy lejos!». Sus amigos los taberneros que no habían visto más río que el de su patria, le engañaban al segundo vaso. Mientras él se perdía en sus recuerdos y en sus sueños pretérito"|XV|Location 6932
manirroto|"la amistad improvisada en la taberna, abría créditos exorbitantes a los taberneros, sus consumidores. Esto originó reyertas trágicas; hubo sillas por el aire, cuchillos que acababan por clavarse en una mesa de pino, amenazas sordas y reconciliaciones expresivas por parte del artillero; secas, frías, nada sinceras por parte de su mujer. La manía de dar al fiado llegó a ser un vicio, una pasión del <span style=""color: rgb(0, 0, 255);"">manirroto</span> licenciado. Le gustaba darse tono de rico y despreciaba el dinero con gran prosopopeya. «¡Los países que él había visto! ¡las mujeres que él había seducido, allá muy lejos!». Sus amigos los taberneros que no habían visto más río que el de su patria, le engañaban al segundo vaso. Mientras él se perdía en sus recuerdos y en sus sueños pretéritos, que daba por realizados, sus compadres inte"|XV|Location 6932
pagaderos....|"opopeya. «¡Los países que él había visto! ¡las mujeres que él había seducido, allá muy lejos!». Sus amigos los taberneros que no habían visto más río que el de su patria, le engañaban al segundo vaso. Mientras él se perdía en sus recuerdos y en sus sueños pretéritos, que daba por realizados, sus compadres interrumpiéndole, entre alabanzas y admiraciones, le sacaban pellejos y más pellejos de vino <span style=""color: rgb(0, 0, 255);"">pagaderos....</span> «De eso no había que hablar». «El hombre es honrado» decía el artillero y añadía: «Si yo tengo un duro pongo por ejemplo, y un amigo, por una comparación, necesita ese duro... y quien dice un duro dice veinte arrobas de vino, pongo por caso...». Pocos años necesitó, a pesar de la prosperidad con que el comercio había empezado, para tocar en la bancarrota. Se atrevió un parroquiano a "|XV|Location 6936
angarillas|"con el cura de Matalerejo. El comercio de ganado no fue mejor que el de vino. A Francisco se le ocurrió que él había sido siempre un gran tirador; se consagró a la caza y perseguía corzos, jabalíes, y hasta con el oso, las pocas veces que se le presentaba, se atrevía. Una tarde de invierno vio Paula llegar a la aldea cuatro hombres que conducían a hombros el cuerpo destrozado de su marido en unas <span style=""color: rgb(0, 0, 255);"">angarillas</span> improvisadas con ramas de roble. Había caído de lo alto de una peña abrazado a la osa mal herida que perseguían los vaqueros hacía una semana. Murió con gloria el artillero, pero su viuda se encontró abrumada de trampas, de deudas y para sarcasmo de la suerte, dueña de créditos sin fin que no se cobrarían jamás. Volvió a Matalerejo, después de perder por embargo cuanto tenía. Llevaba aq"|XV|Location 6949
perder por embargo|" el cuerpo destrozado de su marido en unas angarillas improvisadas con ramas de roble. Había caído de lo alto de una peña abrazado a la osa mal herida que perseguían los vaqueros hacía una semana. Murió con gloria el artillero, pero su viuda se encontró abrumada de trampas, de deudas y para sarcasmo de la suerte, dueña de créditos sin fin que no se cobrarían jamás. Volvió a Matalerejo, después de <span style=""color: rgb(0, 0, 255);"">perder por embargo</span> cuanto tenía. Llevaba aquellos papeles inútiles y el hijo que había de ser clérigo. Era Fermín ya un mozalbete como un castillo; sus 15 años parecían veinte; pero Paula hacía de él cuanto quería, le manejaba mejor que a su padre. Le hizo estudiar latín con el cura, el mismo que había dado la dote perdida por el difunto. Había que adelantar tiempo y Fermín lo adelantó; estudiaba "|XV|Location 6952
dote|"po, saben que sólo por ahí pueden atacarte.... Que le digan a Camoirán que has robado el copón... no lo cree... pero eso sí; ¡acuérdate de la Brigadiera!...<br><br>—¡Qué Brigadiera... madre... qué Brigadiera!... Es que no podemos hablar de estas cosas... pero... si yo le explicara a usted....<br><br>—No necesito saber nada... todo lo comprendo... todo lo sé... a mi modo. Fermo, ¿te fue bien toda la vida deján<span style=""color: rgb(0, 0, 255);"">dote</span> guiar por tu madre, en estas cosas miserables de tejas abajo? ¿Te fue bien?<br><br>—¡Sí, madre mía, sí!<br><br>—¿Te saqué yo o no de la pobreza?<br><br>—¡Sí, madre del alma!—¿No nos dejó tu pobre padre muertos de hambre y con el agua al cuello, todo embargado, todo perdido?<br><br>—Sí, señora, sí... y eternamente yo....<br><br>—Déjate de eternidades... yo no quiero palabras, quiero que sigas creyéndome a mí; yo sé lo que "|XV|Location 6954
horrísono,|" y a buen precio. También ponía en la cuenta, a su modo, el perjuicio del escándalo. A veces quería Fermín ayudarla, intervenir con sus puños en las escenas trágicas de la taberna, pero su madre se lo prohibía:<br><br>—Tú a estudiar, tú vas a ser cura y no debes ver sangre. Si te ven entre estos ladrones, creerán que eres uno de ellos.<br><br>Fermín, por respeto y por asco obedecía, y cuando el estrépito era <span style=""color: rgb(0, 0, 255);"">horrísono,</span> tapaba los oídos y procuraba enfrascarse en el trabajo hasta olvidar lo que pasaba detrás de aquellas tablas, en la taberna. Algo más que las reyertas entre los parroquianos ocultaba Paula a su hijo. Aunque ya no era joven, su cuerpo fuerte, su piel tersa y blanca, sus brazos fornidos, sus caderas exuberantes excitaban la lujuria de aquellos miserables que vivían en tinieblas. «La Muert"|XV|Location 6973
fornidos,|"os ladrones, creerán que eres uno de ellos.<br><br>Fermín, por respeto y por asco obedecía, y cuando el estrépito era horrísono, tapaba los oídos y procuraba enfrascarse en el trabajo hasta olvidar lo que pasaba detrás de aquellas tablas, en la taberna. Algo más que las reyertas entre los parroquianos ocultaba Paula a su hijo. Aunque ya no era joven, su cuerpo fuerte, su piel tersa y blanca, sus brazos <span style=""color: rgb(0, 0, 255);"">fornidos,</span> sus caderas exuberantes excitaban la lujuria de aquellos miserables que vivían en tinieblas. «La Muerta es un buen bocado», se decía en las minas. La llamaban la Muerta por su blancura pálida; y creyendo fácil aquella conquista, muchos borrachos se arrojaban sobre ella como sobre una presa; pero Paula los recibía a puñadas, a patadas, a palos; más de un vaso rompió en la cabeza de una fi"|XV|Location 6975
eternizaba|"La llamaban la Muerta por su blancura pálida; y creyendo fácil aquella conquista, muchos borrachos se arrojaban sobre ella como sobre una presa; pero Paula los recibía a puñadas, a patadas, a palos; más de un vaso rompió en la cabeza de una fiera de las cuevas y tuvo el valor de cobrárselo. Estos ataques de la lujuria animal solían ser a las altas horas de la noche, cuando el enamorado salvaje se <span style=""color: rgb(0, 0, 255);"">eternizaba</span> sobre su banco, para esperar la soledad. Fermín estudiaba o dormía. Paula cerraba la puerta de la calle, porque la autoridad le obligaba a ello. No despedía al borracho, aunque conocía su propósito, porque mientras estaba allí hacía consumo, suprema aspiración de Paula. Y entonces empezaba la lucha. Ella se defendía en silencio. Aunque él gritase, Fermín no acudía; pensaba que era una r"|XV|Location 6979
rasguño.|", aunque conocía su propósito, porque mientras estaba allí hacía consumo, suprema aspiración de Paula. Y entonces empezaba la lucha. Ella se defendía en silencio. Aunque él gritase, Fermín no acudía; pensaba que era una riña entre mineros. Además, le temían unos por fuerte, otros por hijo, y procuraban vencer sin que él se enterase. Pero nunca vencían. A lo sumo un abrazo furtivo, un beso como un <span style=""color: rgb(0, 0, 255);"">rasguño.</span> Nada. Paula despreciaba aquella baba. Más asco le daba barrer las inmundicias que dejaban allí aquellos osos de la cueva.<br><br>Todo por su hijo; por ganar para pagarle la carrera, lo quería teólogo, nada de misa y olla. Allí estaba ella para barrer hacia la calle aquel lodo que entraba todos los días por la puerta de la taberna; a ella la manchaba, pero a él no; él allá dentro con Dios y los "|XV|Location 6983
inmundicia|"uprema aspiración de Paula. Y entonces empezaba la lucha. Ella se defendía en silencio. Aunque él gritase, Fermín no acudía; pensaba que era una riña entre mineros. Además, le temían unos por fuerte, otros por hijo, y procuraban vencer sin que él se enterase. Pero nunca vencían. A lo sumo un abrazo furtivo, un beso como un rasguño. Nada. Paula despreciaba aquella baba. Más asco le daba barrer las <span style=""color: rgb(0, 0, 255);"">inmundicia</span>s que dejaban allí aquellos osos de la cueva.<br><br>Todo por su hijo; por ganar para pagarle la carrera, lo quería teólogo, nada de misa y olla. Allí estaba ella para barrer hacia la calle aquel lodo que entraba todos los días por la puerta de la taberna; a ella la manchaba, pero a él no; él allá dentro con Dios y los santos, bebiendo en los libros de la ciencia que le había de hacer señor; y"|XV|Location 6987
derrochaban|"tre borrachos y jugadores que se convertían tan a menudo en asesinos?<br><br>«¡No, no y no!». Que la dejasen a ella. Estaba haciendo bolsón sin que nadie lo sospechase.... En cualquier otra industria que emprendiese, con sus pocos recursos, no podría ganar la décima parte de lo que iba ganando allí. Los mineros salían de la obscuridad con el bolsillo repleto, la sed y el hambre excitadas; pagaban bien, <span style=""color: rgb(0, 0, 255);"">derrochaban</span> y comían y bebían veneno barato en calidad de vino y manjares buenos y caros. En la taberna de Paula todo era falsificado; ella compraba lo peor de lo peor y los borrachos lo comían y bebían sin saber lo que tragaban, y los jugadores sin mirarlo siquiera, fija el alma en los naipes.<br><br>El consumo era mucho, la ganancia en cada artículo considerable. Por eso no había prendido ya fuego a l"|XV|Location 6996
sediento;|"estaría que después de tantos sacrificios el hijo se le convirtiera en mártir! Nada, nada de locuras; ni siquiera la locura de la cruz. En el Santuario de la Virgen del Camino se maneja mucha plata el día que se abre el tesoro de la Virgen, en presencia de la Autoridad civil; pero el cura es pobre.<br><br>Paula veía pasar por sus manos los duros y las pesetas, pero aquello era como agua del mar para el <span style=""color: rgb(0, 0, 255);"">sediento;</span> no sacaba nada en limpio de revolver trigo y plata de la milagrosa Imagen. Su fama de perfecta ama de cura corrió por toda la provincia; el párroco de la Virgen tenía la imprudencia de alabar su talento culinario, su despacho, su integridad, su pulcritud, su piedad y demás cualidades delante de otros clérigos, a la mesa, después de comer bien y beber mejor. Cundió la fama de Paula, y un "|XV|Location 7011
se la arrebató|"nada en limpio de revolver trigo y plata de la milagrosa Imagen. Su fama de perfecta ama de cura corrió por toda la provincia; el párroco de la Virgen tenía la imprudencia de alabar su talento culinario, su despacho, su integridad, su pulcritud, su piedad y demás cualidades delante de otros clérigos, a la mesa, después de comer bien y beber mejor. Cundió la fama de Paula, y un canónigo de Astorga <span style=""color: rgb(0, 0, 255);"">se la arrebató</span> al cura de la Virgen. Fue una traición y Paula una ingrata. Sin embargo, el canónigo era un santo, la traición no había sido suya. Don Fortunato Camoirán no era capaz de traiciones. Le propusieron un ama de llaves y la aceptó, sin sospechar que a los pocos meses sería él su esclavo.<br><br>Nada convenía a Paula como un amo santo. Al año de servir al canónigo Camoirán se vanagloriaba de ha"|XV|Location 7014
